trip_id,date,route_id,route_name,bus_id,capacity,passengers_on_board,scheduled_departure,actual_departure,scheduled_arrival,actual_arrival,scheduled_travel_min,actual_travel_min,delay_min,occupancy_rate
R3_20251025_2050,10/25/2025,R3,Colombo ⇄ Moratuwa,BUS111,45,14,2025-10-25T20:50:00,2025-10-25T20:50:00,2025-10-25T21:35:00,2025-10-25T21:42:00,45,47,7,0.311
R3_20251025_2125,10/25/2025,R3,Colombo ⇄ Moratuwa,BUS120,55,4,2025-10-25T21:25:00,2025-10-25T21:33:00,2025-10-25T22:10:00,2025-10-25T22:11:00,45,47,1,0.073
R3_20251025_2200,10/25/2025,R3,Colombo ⇄ Moratuwa,BUS110,50,14,2025-10-25T22:00:00,2025-10-25T22:00:00,2025-10-25T22:45:00,2025-10-25T22:45:00,45,46,0,0.28
R3_20251025_2235,10/25/2025,R3,Colombo ⇄ Moratuwa,BUS119,45,7,2025-10-25T22:35:00,2025-10-25T22:42:00,2025-10-25T23:20:00,2025-10-25T23:23:00,45,48,3,0.156
R3_20251025_2300,10/25/2025,R3,Colombo ⇄ Moratuwa,BUS121,45,16,2025-10-25T23:00:00,2025-10-25T23:02:00,2025-10-25T23:45:00,2025-10-25T23:51:00,45,46,6,0.356
R4_20251025_0500,10/25/2025,R4,Colombo ⇄ Maharagama,BUS109,50,8,2025-10-25T05:00:00,2025-10-25T05:02:00,2025-10-25T05:30:00,2025-10-25T05:37:00,30,36,7,0.16
R4_20251025_0520,10/25/2025,R4,Colombo ⇄ Maharagama,BUS115,50,13,2025-10-25T05:20:00,2025-10-25T05:22:00,2025-10-25T05:50:00,2025-10-25T05:55:00,30,34,5,0.26
R4_20251025_0540,10/25/2025,R4,Colombo ⇄ Maharagama,BUS111,50,10,2025-10-25T05:40:00,2025-10-25T05:45:00,2025-10-25T06:10:00,2025-10-25T06:10:00,30,33,0,0.2
R4_20251025_0600,10/25/2025,R4,Colombo ⇄ Maharagama,BUS123,45,35,2025-10-25T06:00:00,2025-10-25T06:04:00,2025-10-25T06:30:00,2025-10-25T06:30:00,30,30,0,0.778
R4_20251025_0625,10/25/2025,R4,Colombo ⇄ Maharagama,BUS107,55,33,2025-10-25T06:25:00,2025-10-25T06:28:00,2025-10-25T06:55:00,2025-10-25T06:56:00,30,31,1,0.6
R4_20251025_0650,10/25/2025,R4,Colombo ⇄ Maharagama,BUS105,55,48,2025-10-25T06:50:00,2025-10-25T06:54:00,2025-10-25T07:20:00,2025-10-25T07:21:00,30,30,1,0.873
R4_20251025_0710,10/25/2025,R4,Colombo ⇄ Maharagama,BUS108,45,34,2025-10-25T07:10:00,2025-10-25T07:11:00,2025-10-25T07:40:00,2025-10-25T07:52:00,30,40,12,0.756
R4_20251025_0730,10/25/2025,R4,Colombo ⇄ Maharagama,BUS112,50,35,2025-10-25T07:30:00,2025-10-25T07:34:00,2025-10-25T08:00:00,2025-10-25T08:13:00,30,43,13,0.7
R4_20251025_0755,10/25/2025,R4,Colombo ⇄ Maharagama,BUS114,50,30,2025-10-25T07:55:00,2025-10-25T07:56:00,2025-10-25T08:25:00,2025-10-25T08:36:00,30,40,11,0.6
R4_20251025_0810,10/25/2025,R4,Colombo ⇄ Maharagama,BUS102,45,30,2025-10-25T08:10:00,2025-10-25T08:10:00,2025-10-25T08:40:00,2025-10-25T08:45:00,30,36,5,0.667
R4_20251025_0830,10/25/2025,R4,Colombo ⇄ Maharagama,BUS119,55,55,2025-10-25T08:30:00,2025-10-25T08:37:00,2025-10-25T09:00:00,2025-10-25T09:03:00,30,33,3,1
R4_20251025_0845,10/25/2025,R4,Colombo ⇄ Maharagama,BUS124,55,50,2025-10-25T08:45:00,2025-10-25T08:47:00,2025-10-25T09:15:00,2025-10-25T09:27:00,30,37,12,0.909
R4_20251025_0905,10/25/2025,R4,Colombo ⇄ Maharagama,BUS110,55,46,2025-10-25T09:05:00,2025-10-25T09:05:00,2025-10-25T09:35:00,2025-10-25T09:46:00,30,43,11,0.836
R4_20251025_0925,10/25/2025,R4,Colombo ⇄ Maharagama,BUS122,45,45,2025-10-25T09:25:00,2025-10-25T09:26:00,2025-10-25T09:55:00,2025-10-25T09:58:00,30,31,3,1
R4_20251025_0945,10/25/2025,R4,Colombo ⇄ Maharagama,BUS109,55,28,2025-10-25T09:45:00,2025-10-25T09:50:00,2025-10-25T10:15:00,2025-10-25T10:37:00,30,51,22,0.509
R4_20251025_1005,10/25/2025,R4,Colombo ⇄ Maharagama,BUS104,55,17,2025-10-25T10:05:00,2025-10-25T10:05:00,2025-10-25T10:35:00,2025-10-25T10:40:00,30,34,5,0.309
R4_20251025_1025,10/25/2025,R4,Colombo ⇄ Maharagama,BUS116,50,11,2025-10-25T10:25:00,2025-10-25T10:25:00,2025-10-25T10:55:00,2025-10-25T11:04:00,30,35,9,0.22
R4_20251025_1050,10/25/2025,R4,Colombo ⇄ Maharagama,BUS119,55,23,2025-10-25T10:50:00,2025-10-25T10:53:00,2025-10-25T11:20:00,2025-10-25T11:22:00,30,30,2,0.418
R4_20251025_1110,10/25/2025,R4,Colombo ⇄ Maharagama,BUS105,45,23,2025-10-25T11:10:00,2025-10-25T11:14:00,2025-10-25T11:40:00,2025-10-25T11:45:00,30,30,5,0.511
R4_20251025_1135,10/25/2025,R4,Colombo ⇄ Maharagama,BUS109,55,18,2025-10-25T11:35:00,2025-10-25T11:39:00,2025-10-25T12:05:00,2025-10-25T12:10:00,30,36,5,0.327
R4_20251025_1150,10/25/2025,R4,Colombo ⇄ Maharagama,BUS122,45,11,2025-10-25T11:50:00,2025-10-25T11:53:00,2025-10-25T12:20:00,2025-10-25T12:25:00,30,34,5,0.244
R4_20251025_1215,10/25/2025,R4,Colombo ⇄ Maharagama,BUS101,55,23,2025-10-25T12:15:00,2025-10-25T12:15:00,2025-10-25T12:45:00,2025-10-25T12:46:00,30,32,1,0.418
R4_20251025_1240,10/25/2025,R4,Colombo ⇄ Maharagama,BUS104,50,24,2025-10-25T12:40:00,2025-10-25T12:43:00,2025-10-25T13:10:00,2025-10-25T13:12:00,30,31,2,0.48
R4_20251025_1300,10/25/2025,R4,Colombo ⇄ Maharagama,BUS111,55,19,2025-10-25T13:00:00,2025-10-25T13:01:00,2025-10-25T13:30:00,2025-10-25T13:31:00,30,31,1,0.345
R4_20251025_1325,10/25/2025,R4,Colombo ⇄ Maharagama,BUS114,55,21,2025-10-25T13:25:00,2025-10-25T13:27:00,2025-10-25T13:55:00,2025-10-25T13:57:00,30,32,2,0.382
R4_20251025_1340,10/25/2025,R4,Colombo ⇄ Maharagama,BUS112,50,19,2025-10-25T13:40:00,2025-10-25T13:40:00,2025-10-25T14:10:00,2025-10-25T14:12:00,30,32,2,0.38
R4_20251025_1405,10/25/2025,R4,Colombo ⇄ Maharagama,BUS104,55,14,2025-10-25T14:05:00,2025-10-25T14:05:00,2025-10-25T14:35:00,2025-10-25T14:46:00,30,37,11,0.255
R4_20251025_1425,10/25/2025,R4,Colombo ⇄ Maharagama,BUS107,45,20,2025-10-25T14:25:00,2025-10-25T14:25:00,2025-10-25T14:55:00,2025-10-25T14:56:00,30,31,1,0.444
R4_20251025_1445,10/25/2025,R4,Colombo ⇄ Maharagama,BUS124,55,20,2025-10-25T14:45:00,2025-10-25T14:50:00,2025-10-25T15:15:00,2025-10-25T15:17:00,30,32,2,0.364
R4_20251025_1505,10/25/2025,R4,Colombo ⇄ Maharagama,BUS101,55,28,2025-10-25T15:05:00,2025-10-25T15:07:00,2025-10-25T15:35:00,2025-10-25T15:37:00,30,32,2,0.509
R4_20251025_1530,10/25/2025,R4,Colombo ⇄ Maharagama,BUS119,55,26,2025-10-25T15:30:00,2025-10-25T15:30:00,2025-10-25T16:00:00,2025-10-25T16:05:00,30,30,5,0.473
R4_20251025_1550,10/25/2025,R4,Colombo ⇄ Maharagama,BUS106,50,30,2025-10-25T15:50:00,2025-10-25T15:52:00,2025-10-25T16:20:00,2025-10-25T16:21:00,30,33,1,0.6
R4_20251025_1605,10/25/2025,R4,Colombo ⇄ Maharagama,BUS116,45,10,2025-10-25T16:05:00,2025-10-25T16:08:00,2025-10-25T16:35:00,2025-10-25T16:38:00,30,34,3,0.222
R4_20251025_1625,10/25/2025,R4,Colombo ⇄ Maharagama,BUS111,50,10,2025-10-25T16:25:00,2025-10-25T16:25:00,2025-10-25T16:55:00,2025-10-25T16:55:00,30,32,0,0.2
R4_20251025_1640,10/25/2025,R4,Colombo ⇄ Maharagama,BUS106,45,7,2025-10-25T16:40:00,2025-10-25T16:40:00,2025-10-25T17:10:00,2025-10-25T17:16:00,30,32,6,0.156
R4_20251025_1700,10/25/2025,R4,Colombo ⇄ Maharagama,BUS114,50,42,2025-10-25T17:00:00,2025-10-25T17:00:00,2025-10-25T17:30:00,2025-10-25T17:30:00,30,30,0,0.84
R4_20251025_1725,10/25/2025,R4,Colombo ⇄ Maharagama,BUS103,45,41,2025-10-25T17:25:00,2025-10-25T17:26:00,2025-10-25T17:55:00,2025-10-25T18:03:00,30,38,8,0.911
R4_20251025_1750,10/25/2025,R4,Colombo ⇄ Maharagama,BUS112,55,36,2025-10-25T17:50:00,2025-10-25T17:56:00,2025-10-25T18:20:00,2025-10-25T18:23:00,30,32,3,0.655
R4_20251025_1810,10/25/2025,R4,Colombo ⇄ Maharagama,BUS116,55,33,2025-10-25T18:10:00,2025-10-25T18:16:00,2025-10-25T18:40:00,2025-10-25T18:49:00,30,38,9,0.6
R4_20251025_1835,10/25/2025,R4,Colombo ⇄ Maharagama,BUS120,45,45,2025-10-25T18:35:00,2025-10-25T18:37:00,2025-10-25T19:05:00,2025-10-25T19:20:00,30,46,15,1
R4_20251025_1855,10/25/2025,R4,Colombo ⇄ Maharagama,BUS104,45,27,2025-10-25T18:55:00,2025-10-25T19:00:00,2025-10-25T19:25:00,2025-10-25T19:30:00,30,36,5,0.6
R4_20251025_1915,10/25/2025,R4,Colombo ⇄ Maharagama,BUS118,55,39,2025-10-25T19:15:00,2025-10-25T19:15:00,2025-10-25T19:45:00,2025-10-25T19:59:00,30,36,14,0.709
R4_20251025_1930,10/25/2025,R4,Colombo ⇄ Maharagama,BUS119,55,41,2025-10-25T19:30:00,2025-10-25T19:30:00,2025-10-25T20:00:00,2025-10-25T20:06:00,30,36,6,0.745
R4_20251025_1950,10/25/2025,R4,Colombo ⇄ Maharagama,BUS115,55,48,2025-10-25T19:50:00,2025-10-25T19:54:00,2025-10-25T20:20:00,2025-10-25T20:28:00,30,38,8,0.873
R4_20251025_2010,10/25/2025,R4,Colombo ⇄ Maharagama,BUS100,45,14,2025-10-25T20:10:00,2025-10-25T20:13:00,2025-10-25T20:40:00,2025-10-25T20:47:00,30,33,7,0.311
R4_20251025_2030,10/25/2025,R4,Colombo ⇄ Maharagama,BUS117,50,12,2025-10-25T20:30:00,2025-10-25T20:33:00,2025-10-25T21:00:00,2025-10-25T21:06:00,30,36,6,0.24
R4_20251025_2045,10/25/2025,R4,Colombo ⇄ Maharagama,BUS117,45,10,2025-10-25T20:45:00,2025-10-25T20:45:00,2025-10-25T21:15:00,2025-10-25T21:18:00,30,33,3,0.222
R4_20251025_2105,10/25/2025,R4,Colombo ⇄ Maharagama,BUS107,45,11,2025-10-25T21:05:00,2025-10-25T21:07:00,2025-10-25T21:35:00,2025-10-25T21:38:00,30,34,3,0.244
R4_20251025_2125,10/25/2025,R4,Colombo ⇄ Maharagama,BUS100,55,10,2025-10-25T21:25:00,2025-10-25T21:30:00,2025-10-25T21:55:00,2025-10-25T22:00:00,30,33,5,0.182
R4_20251025_2145,10/25/2025,R4,Colombo ⇄ Maharagama,BUS109,45,12,2025-10-25T21:45:00,2025-10-25T21:45:00,2025-10-25T22:15:00,2025-10-25T22:17:00,30,31,2,0.267
R4_20251025_2210,10/25/2025,R4,Colombo ⇄ Maharagama,BUS117,45,5,2025-10-25T22:10:00,2025-10-25T22:10:00,2025-10-25T22:40:00,2025-10-25T22:49:00,30,33,9,0.111
R4_20251025_2235,10/25/2025,R4,Colombo ⇄ Maharagama,BUS124,55,13,2025-10-25T22:35:00,2025-10-25T22:41:00,2025-10-25T23:05:00,2025-10-25T23:07:00,30,32,2,0.236
R4_20251025_2255,10/25/2025,R4,Colombo ⇄ Maharagama,BUS101,50,13,2025-10-25T22:55:00,2025-10-25T22:55:00,2025-10-25T23:25:00,2025-10-25T23:26:00,30,31,1,0.26
R5_20251025_0500,10/25/2025,R5,Colombo ⇄ Nugegoda,BUS109,55,11,2025-10-25T05:00:00,2025-10-25T05:01:00,2025-10-25T05:25:00,2025-10-25T05:27:00,25,27,2,0.2
R5_20251025_0520,10/25/2025,R5,Colombo ⇄ Nugegoda,BUS107,55,6,2025-10-25T05:20:00,2025-10-25T05:22:00,2025-10-25T05:45:00,2025-10-25T05:49:00,25,29,4,0.109
R5_20251025_0535,10/25/2025,R5,Colombo ⇄ Nugegoda,BUS109,45,8,2025-10-25T05:35:00,2025-10-25T05:39:00,2025-10-25T06:00:00,2025-10-25T06:06:00,25,31,6,0.178
R5_20251025_0550,10/25/2025,R5,Colombo ⇄ Nugegoda,BUS112,50,11,2025-10-25T05:50:00,2025-10-25T05:53:00,2025-10-25T06:15:00,2025-10-25T06:21:00,25,29,6,0.22
R5_20251025_0615,10/25/2025,R5,Colombo ⇄ Nugegoda,BUS100,55,42,2025-10-25T06:15:00,2025-10-25T06:15:00,2025-10-25T06:40:00,2025-10-25T06:45:00,25,28,5,0.764
R5_20251025_0635,10/25/2025,R5,Colombo ⇄ Nugegoda,BUS124,45,29,2025-10-25T06:35:00,2025-10-25T06:35:00,2025-10-25T07:00:00,2025-10-25T07:08:00,25,31,8,0.644
R5_20251025_0655,10/25/2025,R5,Colombo ⇄ Nugegoda,BUS103,55,23,2025-10-25T06:55:00,2025-10-25T07:00:00,2025-10-25T07:20:00,2025-10-25T07:20:00,25,25,0,0.418
R5_20251025_0710,10/25/2025,R5,Colombo ⇄ Nugegoda,BUS113,55,36,2025-10-25T07:10:00,2025-10-25T07:11:00,2025-10-25T07:35:00,2025-10-25T07:43:00,25,25,8,0.655
R5_20251025_0730,10/25/2025,R5,Colombo ⇄ Nugegoda,BUS104,45,45,2025-10-25T07:30:00,2025-10-25T07:36:00,2025-10-25T07:55:00,2025-10-25T08:01:00,25,38,6,1
R5_20251025_0755,10/25/2025,R5,Colombo ⇄ Nugegoda,BUS110,55,29,2025-10-25T07:55:00,2025-10-25T07:55:00,2025-10-25T08:20:00,2025-10-25T08:36:00,25,37,16,0.527
R5_20251025_0815,10/25/2025,R5,Colombo ⇄ Nugegoda,BUS103,50,22,2025-10-25T08:15:00,2025-10-25T08:15:00,2025-10-25T08:40:00,2025-10-25T08:44:00,25,30,4,0.44
R5_20251025_0830,10/25/2025,R5,Colombo ⇄ Nugegoda,BUS100,50,42,2025-10-25T08:30:00,2025-10-25T08:30:00,2025-10-25T08:55:00,2025-10-25T09:07:00,25,33,12,0.84
R5_20251025_0850,10/25/2025,R5,Colombo ⇄ Nugegoda,BUS108,55,36,2025-10-25T08:50:00,2025-10-25T08:50:00,2025-10-25T09:15:00,2025-10-25T09:15:00,25,25,0,0.655
R5_20251025_0915,10/25/2025,R5,Colombo ⇄ Nugegoda,BUS108,50,49,2025-10-25T09:15:00,2025-10-25T09:19:00,2025-10-25T09:40:00,2025-10-25T09:57:00,25,38,17,0.98
R5_20251025_0935,10/25/2025,R5,Colombo ⇄ Nugegoda,BUS105,55,41,2025-10-25T09:35:00,2025-10-25T09:36:00,2025-10-25T10:00:00,2025-10-25T10:02:00,25,29,2,0.745
R5_20251025_0955,10/25/2025,R5,Colombo ⇄ Nugegoda,BUS101,55,55,2025-10-25T09:55:00,2025-10-25T10:02:00,2025-10-25T10:20:00,2025-10-25T10:28:00,25,33,8,1
R5_20251025_1015,10/25/2025,R5,Colombo ⇄ Nugegoda,BUS119,45,14,2025-10-25T10:15:00,2025-10-25T10:17:00,2025-10-25T10:40:00,2025-10-25T10:42:00,25,27,2,0.311
R5_20251025_1035,10/25/2025,R5,Colombo ⇄ Nugegoda,BUS106,50,11,2025-10-25T10:35:00,2025-10-25T10:36:00,2025-10-25T11:00:00,2025-10-25T11:01:00,25,26,1,0.22
R5_20251025_1055,10/25/2025,R5,Colombo ⇄ Nugegoda,BUS110,55,21,2025-10-25T10:55:00,2025-10-25T10:55:00,2025-10-25T11:20:00,2025-10-25T11:23:00,25,29,3,0.382
R5_20251025_1110,10/25/2025,R5,Colombo ⇄ Nugegoda,BUS109,55,24,2025-10-25T11:10:00,2025-10-25T11:11:00,2025-10-25T11:35:00,2025-10-25T11:40:00,25,28,5,0.436
R5_20251025_1130,10/25/2025,R5,Colombo ⇄ Nugegoda,BUS110,55,18,2025-10-25T11:30:00,2025-10-25T11:30:00,2025-10-25T11:55:00,2025-10-25T11:58:00,25,27,3,0.327
R5_20251025_1150,10/25/2025,R5,Colombo ⇄ Nugegoda,BUS112,55,27,2025-10-25T11:50:00,2025-10-25T11:50:00,2025-10-25T12:15:00,2025-10-25T12:26:00,25,28,11,0.491
R5_20251025_1210,10/25/2025,R5,Colombo ⇄ Nugegoda,BUS118,55,20,2025-10-25T12:10:00,2025-10-25T12:11:00,2025-10-25T12:35:00,2025-10-25T12:40:00,25,30,5,0.364
R5_20251025_1230,10/25/2025,R5,Colombo ⇄ Nugegoda,BUS116,45,14,2025-10-25T12:30:00,2025-10-25T12:30:00,2025-10-25T12:55:00,2025-10-25T12:56:00,25,26,1,0.311
R5_20251025_1250,10/25/2025,R5,Colombo ⇄ Nugegoda,BUS110,45,26,2025-10-25T12:50:00,2025-10-25T12:50:00,2025-10-25T13:15:00,2025-10-25T13:20:00,25,30,5,0.578
R5_20251025_1310,10/25/2025,R5,Colombo ⇄ Nugegoda,BUS122,45,8,2025-10-25T13:10:00,2025-10-25T13:10:00,2025-10-25T13:35:00,2025-10-25T13:40:00,25,29,5,0.178
R5_20251025_1335,10/25/2025,R5,Colombo ⇄ Nugegoda,BUS120,50,19,2025-10-25T13:35:00,2025-10-25T13:35:00,2025-10-25T14:00:00,2025-10-25T14:01:00,25,27,1,0.38
R5_20251025_1355,10/25/2025,R5,Colombo ⇄ Nugegoda,BUS117,45,20,2025-10-25T13:55:00,2025-10-25T13:55:00,2025-10-25T14:20:00,2025-10-25T14:20:00,25,25,0,0.444
R5_20251025_1420,10/25/2025,R5,Colombo ⇄ Nugegoda,BUS103,45,24,2025-10-25T14:20:00,2025-10-25T14:23:00,2025-10-25T14:45:00,2025-10-25T14:49:00,25,27,4,0.533
R5_20251025_1440,10/25/2025,R5,Colombo ⇄ Nugegoda,BUS105,50,22,2025-10-25T14:40:00,2025-10-25T14:41:00,2025-10-25T15:05:00,2025-10-25T15:12:00,25,30,7,0.44
R5_20251025_1500,10/25/2025,R5,Colombo ⇄ Nugegoda,BUS101,50,16,2025-10-25T15:00:00,2025-10-25T15:02:00,2025-10-25T15:25:00,2025-10-25T15:33:00,25,30,8,0.32
R5_20251025_1515,10/25/2025,R5,Colombo ⇄ Nugegoda,BUS113,50,25,2025-10-25T15:15:00,2025-10-25T15:17:00,2025-10-25T15:40:00,2025-10-25T15:48:00,25,30,8,0.5
R5_20251025_1540,10/25/2025,R5,Colombo ⇄ Nugegoda,BUS118,55,27,2025-10-25T15:40:00,2025-10-25T15:40:00,2025-10-25T16:05:00,2025-10-25T16:10:00,25,25,5,0.491
R5_20251025_1605,10/25/2025,R5,Colombo ⇄ Nugegoda,BUS114,50,7,2025-10-25T16:05:00,2025-10-25T16:05:00,2025-10-25T16:30:00,2025-10-25T16:32:00,25,25,2,0.14
R5_20251025_1625,10/25/2025,R5,Colombo ⇄ Nugegoda,BUS104,45,6,2025-10-25T16:25:00,2025-10-25T16:25:00,2025-10-25T16:50:00,2025-10-25T16:51:00,25,26,1,0.133
R5_20251025_1640,10/25/2025,R5,Colombo ⇄ Nugegoda,BUS105,55,9,2025-10-25T16:40:00,2025-10-25T16:42:00,2025-10-25T17:05:00,2025-10-25T17:06:00,25,26,1,0.164
R5_20251025_1655,10/25/2025,R5,Colombo ⇄ Nugegoda,BUS109,50,10,2025-10-25T16:55:00,2025-10-25T17:00:00,2025-10-25T17:20:00,2025-10-25T17:21:00,25,25,1,0.2
R5_20251025_1715,10/25/2025,R5,Colombo ⇄ Nugegoda,BUS113,55,40,2025-10-25T17:15:00,2025-10-25T17:15:00,2025-10-25T17:40:00,2025-10-25T18:01:00,25,43,21,0.727
R5_20251025_1730,10/25/2025,R5,Colombo ⇄ Nugegoda,BUS114,45,45,2025-10-25T17:30:00,2025-10-25T17:30:00,2025-10-25T17:55:00,2025-10-25T18:14:00,25,36,19,1
R5_20251025_1750,10/25/2025,R5,Colombo ⇄ Nugegoda,BUS107,55,44,2025-10-25T17:50:00,2025-10-25T17:50:00,2025-10-25T18:15:00,2025-10-25T18:25:00,25,36,10,0.8
R5_20251025_1810,10/25/2025,R5,Colombo ⇄ Nugegoda,BUS117,55,55,2025-10-25T18:10:00,2025-10-25T18:11:00,2025-10-25T18:35:00,2025-10-25T18:44:00,25,33,9,1
R5_20251025_1830,10/25/2025,R5,Colombo ⇄ Nugegoda,BUS109,55,34,2025-10-25T18:30:00,2025-10-25T18:34:00,2025-10-25T18:55:00,2025-10-25T19:08:00,25,37,13,0.618
R5_20251025_1850,10/25/2025,R5,Colombo ⇄ Nugegoda,BUS114,50,36,2025-10-25T18:50:00,2025-10-25T18:52:00,2025-10-25T19:15:00,2025-10-25T19:22:00,25,31,7,0.72
R5_20251025_1910,10/25/2025,R5,Colombo ⇄ Nugegoda,BUS111,45,44,2025-10-25T19:10:00,2025-10-25T19:13:00,2025-10-25T19:35:00,2025-10-25T19:40:00,25,29,5,0.978
R5_20251025_1930,10/25/2025,R5,Colombo ⇄ Nugegoda,BUS122,55,55,2025-10-25T19:30:00,2025-10-25T19:38:00,2025-10-25T19:55:00,2025-10-25T19:58:00,25,29,3,1
R5_20251025_1955,10/25/2025,R5,Colombo ⇄ Nugegoda,BUS106,55,32,2025-10-25T19:55:00,2025-10-25T20:01:00,2025-10-25T20:20:00,2025-10-25T20:21:00,25,26,1,0.582
R5_20251025_2010,10/25/2025,R5,Colombo ⇄ Nugegoda,BUS107,55,10,2025-10-25T20:10:00,2025-10-25T20:15:00,2025-10-25T20:35:00,2025-10-25T20:38:00,25,28,3,0.182
R5_20251025_2025,10/25/2025,R5,Colombo ⇄ Nugegoda,BUS109,45,11,2025-10-25T20:25:00,2025-10-25T20:32:00,2025-10-25T20:50:00,2025-10-25T20:56:00,25,31,6,0.244
R5_20251025_2045,10/25/2025,R5,Colombo ⇄ Nugegoda,BUS115,55,9,2025-10-25T20:45:00,2025-10-25T20:45:00,2025-10-25T21:10:00,2025-10-25T21:15:00,25,25,5,0.164
R5_20251025_2100,10/25/2025,R5,Colombo ⇄ Nugegoda,BUS120,55,10,2025-10-25T21:00:00,2025-10-25T21:00:00,2025-10-25T21:25:00,2025-10-25T21:29:00,25,31,4,0.182
R5_20251025_2125,10/25/2025,R5,Colombo ⇄ Nugegoda,BUS121,50,6,2025-10-25T21:25:00,2025-10-25T21:27:00,2025-10-25T21:50:00,2025-10-25T21:50:00,25,25,0,0.12
R5_20251025_2150,10/25/2025,R5,Colombo ⇄ Nugegoda,BUS103,45,13,2025-10-25T21:50:00,2025-10-25T21:52:00,2025-10-25T22:15:00,2025-10-25T22:20:00,25,31,5,0.289
R5_20251025_2205,10/25/2025,R5,Colombo ⇄ Nugegoda,BUS103,45,9,2025-10-25T22:05:00,2025-10-25T22:07:00,2025-10-25T22:30:00,2025-10-25T22:35:00,25,28,5,0.2
R5_20251025_2225,10/25/2025,R5,Colombo ⇄ Nugegoda,BUS124,50,12,2025-10-25T22:25:00,2025-10-25T22:25:00,2025-10-25T22:50:00,2025-10-25T22:50:00,25,26,0,0.24
R5_20251025_2245,10/25/2025,R5,Colombo ⇄ Nugegoda,BUS113,45,10,2025-10-25T22:45:00,2025-10-25T22:45:00,2025-10-25T23:10:00,2025-10-25T23:11:00,25,26,1,0.222
R5_20251025_2300,10/25/2025,R5,Colombo ⇄ Nugegoda,BUS113,50,9,2025-10-25T23:00:00,2025-10-25T23:00:00,2025-10-25T23:25:00,2025-10-25T23:29:00,25,28,4,0.18
R1_20251026_0500,10/26/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS113,45,9,2025-10-26T05:00:00,2025-10-26T05:01:00,2025-10-26T05:35:00,2025-10-26T05:38:00,35,38,3,0.2
R1_20251026_0525,10/26/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS104,55,4,2025-10-26T05:25:00,2025-10-26T05:29:00,2025-10-26T06:00:00,2025-10-26T06:02:00,35,36,2,0.073
R1_20251026_0550,10/26/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS124,55,7,2025-10-26T05:50:00,2025-10-26T05:52:00,2025-10-26T06:25:00,2025-10-26T06:29:00,35,40,4,0.127
R1_20251026_0610,10/26/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS117,50,44,2025-10-26T06:10:00,2025-10-26T06:14:00,2025-10-26T06:45:00,2025-10-26T06:46:00,35,36,1,0.88
R1_20251026_0630,10/26/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS100,45,45,2025-10-26T06:30:00,2025-10-26T06:30:00,2025-10-26T07:05:00,2025-10-26T07:09:00,35,39,4,1
R1_20251026_0645,10/26/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS101,45,39,2025-10-26T06:45:00,2025-10-26T06:45:00,2025-10-26T07:20:00,2025-10-26T07:23:00,35,41,3,0.867
R1_20251026_0700,10/26/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS120,50,43,2025-10-26T07:00:00,2025-10-26T07:05:00,2025-10-26T07:35:00,2025-10-26T07:48:00,35,48,13,0.86
R1_20251026_0720,10/26/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS116,55,35,2025-10-26T07:20:00,2025-10-26T07:26:00,2025-10-26T07:55:00,2025-10-26T07:56:00,35,35,1,0.636
R1_20251026_0740,10/26/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS123,55,34,2025-10-26T07:40:00,2025-10-26T07:40:00,2025-10-26T08:15:00,2025-10-26T08:23:00,35,43,8,0.618
R1_20251026_0805,10/26/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS113,55,39,2025-10-26T08:05:00,2025-10-26T08:05:00,2025-10-26T08:40:00,2025-10-26T08:44:00,35,40,4,0.709
R1_20251026_0820,10/26/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS109,50,37,2025-10-26T08:20:00,2025-10-26T08:26:00,2025-10-26T08:55:00,2025-10-26T09:13:00,35,53,18,0.74
R1_20251026_0840,10/26/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS112,45,45,2025-10-26T08:40:00,2025-10-26T08:46:00,2025-10-26T09:15:00,2025-10-26T09:22:00,35,42,7,1
R1_20251026_0900,10/26/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS112,45,29,2025-10-26T09:00:00,2025-10-26T09:03:00,2025-10-26T09:35:00,2025-10-26T09:40:00,35,38,5,0.644
R1_20251026_0920,10/26/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS120,45,45,2025-10-26T09:20:00,2025-10-26T09:24:00,2025-10-26T09:55:00,2025-10-26T10:04:00,35,44,9,1
R1_20251026_0935,10/26/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS116,55,45,2025-10-26T09:35:00,2025-10-26T09:35:00,2025-10-26T10:10:00,2025-10-26T10:26:00,35,47,16,0.818
